track_id,audio_path,structure_path,structure_version,structure_start_sec,structure_end_sec,structure_segment_count,bpm,analysis_utc
deam_0236,data/audio_wav/deam_0236.wav,data/structure_allin1/deam_0236.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,125,2026-09-11T01:31:35.128789+00:00
deam_0237,data/audio_wav/deam_0237.wav,data/structure_allin1/deam_0237.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,61,2026-09-11T01:31:35.128903+00:00
deam_0238,data/audio_wav/deam_0238.wav,data/structure_allin1/deam_0238.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,98,2026-09-11T01:31:35.129021+00:00
deam_0239,data/audio_wav/deam_0239.wav,data/structure_allin1/deam_0239.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,81,2026-09-11T01:31:35.129144+00:00
deam_0240,data/audio_wav/deam_0240.wav,data/structure_allin1/deam_0240.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,3,194,2026-09-11T01:31:35.129265+00:00
deam_0241,data/audio_wav/deam_0241.wav,data/structure_allin1/deam_0241.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,3,154,2026-09-11T01:31:35.129397+00:00
deam_0242,data/audio_wav/deam_0242.wav,data/structure_allin1/deam_0242.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,62,2026-09-11T01:31:35.129524+00:00
deam_0243,data/audio_wav/deam_0243.wav,data/structure_allin1/deam_0243.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,75,2026-09-11T01:31:35.129642+00:00
deam_0244,data/audio_wav/deam_0244.wav,data/structure_allin1/deam_0244.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,64,2026-09-11T01:31:35.129761+00:00
deam_0245,data/audio_wav/deam_0245.wav,data/structure_allin1/deam_0245.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,111,2026-09-11T01:31:35.129870+00:00
deam_0246,data/audio_wav/deam_0246.wav,data/structure_allin1/deam_0246.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,,2026-09-11T01:31:35.129996+00:00
deam_0247,data/audio_wav/deam_0247.wav,data/structure_allin1/deam_0247.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,5,100,2026-09-11T01:31:35.130103+00:00
deam_0248,data/audio_wav/deam_0248.wav,data/structure_allin1/deam_0248.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,122,2026-09-11T01:31:35.130220+00:00
deam_0250,data/audio_wav/deam_0250.wav,data/structure_allin1/deam_0250.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.05,4,,2026-09-11T01:31:35.130345+00:00
deam_0253,data/audio_wav/deam_0253.wav,data/structure_allin1/deam_0253.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,3,107,2026-09-11T01:31:35.130450+00:00
deam_0254,data/audio_wav/deam_0254.wav,data/structure_allin1/deam_0254.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,107,2026-09-11T01:31:35.130573+00:00
deam_0257,data/audio_wav/deam_0257.wav,data/structure_allin1/deam_0257.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,194,2026-09-11T01:31:35.130698+00:00
deam_0258,data/audio_wav/deam_0258.wav,data/structure_allin1/deam_0258.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,171,2026-09-11T01:31:35.130837+00:00
deam_0260,data/audio_wav/deam_0260.wav,data/structure_allin1/deam_0260.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,3,146,2026-09-11T01:31:35.130973+00:00
deam_0262,data/audio_wav/deam_0262.wav,data/structure_allin1/deam_0262.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,3,130,2026-09-11T01:31:35.131105+00:00
deam_0264,data/audio_wav/deam_0264.wav,data/structure_allin1/deam_0264.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,90,2026-09-11T01:31:35.131227+00:00
deam_0265,data/audio_wav/deam_0265.wav,data/structure_allin1/deam_0265.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,,2026-09-11T01:31:35.131348+00:00
deam_0266,data/audio_wav/deam_0266.wav,data/structure_allin1/deam_0266.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,150,2026-09-11T01:31:35.131454+00:00
deam_0269,data/audio_wav/deam_0269.wav,data/structure_allin1/deam_0269.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,3,167,2026-09-11T01:31:35.131585+00:00
deam_0270,data/audio_wav/deam_0270.wav,data/structure_allin1/deam_0270.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,136,2026-09-11T01:31:35.131717+00:00
deam_0272,data/audio_wav/deam_0272.wav,data/structure_allin1/deam_0272.json,allin1-commit-18e78903-model-harmonix-all,0.0,44.65,4,111,2026-09-11T01:31:35.131850+00:00
deam_0281,data/audio_wav/deam_0281.wav,data/structure_allin1/deam_0281.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,128,2026-09-11T01:31:35.131976+00:00
deam_0286,data/audio_wav/deam_0286.wav,data/structure_allin1/deam_0286.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.05,4,115,2026-09-11T01:31:35.132101+00:00
deam_0289,data/audio_wav/deam_0289.wav,data/structure_allin1/deam_0289.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,5,154,2026-09-11T01:31:35.132238+00:00
deam_0294,data/audio_wav/deam_0294.wav,data/structure_allin1/deam_0294.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,5,98,2026-09-11T01:31:35.132374+00:00
deam_0306,data/audio_wav/deam_0306.wav,data/structure_allin1/deam_0306.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,5,207,2026-09-11T01:31:35.132500+00:00
deam_0347,data/audio_wav/deam_0347.wav,data/structure_allin1/deam_0347.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.01,4,154,2026-09-11T01:31:35.132643+00:00
deam_0353,data/audio_wav/deam_0353.wav,data/structure_allin1/deam_0353.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,107,2026-09-11T01:31:35.132778+00:00
deam_0419,data/audio_wav/deam_0419.wav,data/structure_allin1/deam_0419.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,80,2026-09-11T01:31:35.132905+00:00
deam_0429,data/audio_wav/deam_0429.wav,data/structure_allin1/deam_0429.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,176,2026-09-11T01:31:35.133025+00:00
deam_0445,data/audio_wav/deam_0445.wav,data/structure_allin1/deam_0445.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,80,2026-09-11T01:31:35.133162+00:00
deam_0468,data/audio_wav/deam_0468.wav,data/structure_allin1/deam_0468.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,80,2026-09-11T01:31:35.133283+00:00
deam_0480,data/audio_wav/deam_0480.wav,data/structure_allin1/deam_0480.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,3,,2026-09-11T01:31:35.133401+00:00
deam_0485,data/audio_wav/deam_0485.wav,data/structure_allin1/deam_0485.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,85,2026-09-11T01:31:35.133507+00:00
deam_0513,data/audio_wav/deam_0513.wav,data/structure_allin1/deam_0513.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.05,4,90,2026-09-11T01:31:35.133626+00:00
deam_0554,data/audio_wav/deam_0554.wav,data/structure_allin1/deam_0554.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,5,,2026-09-11T01:31:35.133747+00:00
deam_0608,data/audio_wav/deam_0608.wav,data/structure_allin1/deam_0608.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,136,2026-09-11T01:31:35.133856+00:00
deam_0637,data/audio_wav/deam_0637.wav,data/structure_allin1/deam_0637.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,71,2026-09-11T01:31:35.133971+00:00
deam_0638,data/audio_wav/deam_0638.wav,data/structure_allin1/deam_0638.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,98,2026-09-11T01:31:35.134089+00:00
deam_0646,data/audio_wav/deam_0646.wav,data/structure_allin1/deam_0646.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,58,2026-09-11T01:31:35.134210+00:00
deam_0656,data/audio_wav/deam_0656.wav,data/structure_allin1/deam_0656.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,107,2026-09-11T01:31:35.134320+00:00
deam_0715,data/audio_wav/deam_0715.wav,data/structure_allin1/deam_0715.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,102,2026-09-11T01:31:35.134443+00:00
deam_0727,data/audio_wav/deam_0727.wav,data/structure_allin1/deam_0727.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,3,100,2026-09-11T01:31:35.134565+00:00
deam_0736,data/audio_wav/deam_0736.wav,data/structure_allin1/deam_0736.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,128,2026-09-11T01:31:35.134686+00:00
deam_0747,data/audio_wav/deam_0747.wav,data/structure_allin1/deam_0747.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,80,2026-09-11T01:31:35.134821+00:00
deam_0791,data/audio_wav/deam_0791.wav,data/structure_allin1/deam_0791.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,103,2026-09-11T01:31:35.134941+00:00
deam_0811,data/audio_wav/deam_0811.wav,data/structure_allin1/deam_0811.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.01,5,125,2026-09-11T01:31:35.135063+00:00
deam_0839,data/audio_wav/deam_0839.wav,data/structure_allin1/deam_0839.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,79,2026-09-11T01:31:35.135194+00:00
deam_0845,data/audio_wav/deam_0845.wav,data/structure_allin1/deam_0845.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.04,4,136,2026-09-11T01:31:35.135318+00:00
deam_0852,data/audio_wav/deam_0852.wav,data/structure_allin1/deam_0852.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,76,2026-09-11T01:31:35.135450+00:00
deam_0855,data/audio_wav/deam_0855.wav,data/structure_allin1/deam_0855.json,allin1-commit-18e78903-model-harmonix-all,0.0,45.07,4,,2026-09-11T01:31:35.135570+00:00
