track_id,source_dataset,audio_path,raw_audio_path,duration_sec,sample_rate,label_path,label_hz,label_start_sec,label_end_sec,structure_path,structure_version,split,license_status,quality_status,exclude_reason,structure_start_sec,structure_end_sec,structure_segment_count
deam_0191,DEAM,data/audio_wav/deam_0191.wav,data/DEAM_audio/191.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0191.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0192,DEAM,data/audio_wav/deam_0192.wav,data/DEAM_audio/192.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0192.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0193,DEAM,data/audio_wav/deam_0193.wav,data/DEAM_audio/193.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0193.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.05,4
deam_0194,DEAM,data/audio_wav/deam_0194.wav,data/DEAM_audio/194.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0194.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,5
deam_0195,DEAM,data/audio_wav/deam_0195.wav,data/DEAM_audio/195.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0195.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,4
deam_0196,DEAM,data/audio_wav/deam_0196.wav,data/DEAM_audio/196.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0196.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0197,DEAM,data/audio_wav/deam_0197.wav,data/DEAM_audio/197.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0197.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0198,DEAM,data/audio_wav/deam_0198.wav,data/DEAM_audio/198.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0198.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0199,DEAM,data/audio_wav/deam_0199.wav,data/DEAM_audio/199.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0199.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.05,3
deam_0201,DEAM,data/audio_wav/deam_0201.wav,data/DEAM_audio/201.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0201.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0202,DEAM,data/audio_wav/deam_0202.wav,data/DEAM_audio/202.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0202.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0203,DEAM,data/audio_wav/deam_0203.wav,data/DEAM_audio/203.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0203.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0204,DEAM,data/audio_wav/deam_0204.wav,data/DEAM_audio/204.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0204.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0205,DEAM,data/audio_wav/deam_0205.wav,data/DEAM_audio/205.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0205.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0206,DEAM,data/audio_wav/deam_0206.wav,data/DEAM_audio/206.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0206.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0207,DEAM,data/audio_wav/deam_0207.wav,data/DEAM_audio/207.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0207.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0208,DEAM,data/audio_wav/deam_0208.wav,data/DEAM_audio/208.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0208.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,5
deam_0209,DEAM,data/audio_wav/deam_0209.wav,data/DEAM_audio/209.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0209.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0210,DEAM,data/audio_wav/deam_0210.wav,data/DEAM_audio/210.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0210.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0211,DEAM,data/audio_wav/deam_0211.wav,data/DEAM_audio/211.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0211.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0212,DEAM,data/audio_wav/deam_0212.wav,data/DEAM_audio/212.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0212.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.04,3
deam_0213,DEAM,data/audio_wav/deam_0213.wav,data/DEAM_audio/213.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0213.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0214,DEAM,data/audio_wav/deam_0214.wav,data/DEAM_audio/214.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0214.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0215,DEAM,data/audio_wav/deam_0215.wav,data/DEAM_audio/215.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0215.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0216,DEAM,data/audio_wav/deam_0216.wav,data/DEAM_audio/216.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0216.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0217,DEAM,data/audio_wav/deam_0217.wav,data/DEAM_audio/217.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0217.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0218,DEAM,data/audio_wav/deam_0218.wav,data/DEAM_audio/218.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0218.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0219,DEAM,data/audio_wav/deam_0219.wav,data/DEAM_audio/219.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0219.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0220,DEAM,data/audio_wav/deam_0220.wav,data/DEAM_audio/220.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0220.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0221,DEAM,data/audio_wav/deam_0221.wav,data/DEAM_audio/221.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0221.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.04,4
deam_0222,DEAM,data/audio_wav/deam_0222.wav,data/DEAM_audio/222.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0222.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0223,DEAM,data/audio_wav/deam_0223.wav,data/DEAM_audio/223.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0223.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0224,DEAM,data/audio_wav/deam_0224.wav,data/DEAM_audio/224.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0224.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0225,DEAM,data/audio_wav/deam_0225.wav,data/DEAM_audio/225.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0225.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,3
deam_0226,DEAM,data/audio_wav/deam_0226.wav,data/DEAM_audio/226.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0226.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.04,4
deam_0227,DEAM,data/audio_wav/deam_0227.wav,data/DEAM_audio/227.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0227.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0228,DEAM,data/audio_wav/deam_0228.wav,data/DEAM_audio/228.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0228.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,3
deam_0229,DEAM,data/audio_wav/deam_0229.wav,data/DEAM_audio/229.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0229.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0231,DEAM,data/audio_wav/deam_0231.wav,data/DEAM_audio/231.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0231.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0232,DEAM,data/audio_wav/deam_0232.wav,data/DEAM_audio/232.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0232.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0233,DEAM,data/audio_wav/deam_0233.wav,data/DEAM_audio/233.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0233.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0234,DEAM,data/audio_wav/deam_0234.wav,data/DEAM_audio/234.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0234.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0235,DEAM,data/audio_wav/deam_0235.wav,data/DEAM_audio/235.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0235.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0236,DEAM,data/audio_wav/deam_0236.wav,data/DEAM_audio/236.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0236.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.04,4
deam_0237,DEAM,data/audio_wav/deam_0237.wav,data/DEAM_audio/237.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0237.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0238,DEAM,data/audio_wav/deam_0238.wav,data/DEAM_audio/238.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0238.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0239,DEAM,data/audio_wav/deam_0239.wav,data/DEAM_audio/239.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0239.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0240,DEAM,data/audio_wav/deam_0240.wav,data/DEAM_audio/240.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0240.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0241,DEAM,data/audio_wav/deam_0241.wav,data/DEAM_audio/241.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0241.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,3
deam_0242,DEAM,data/audio_wav/deam_0242.wav,data/DEAM_audio/242.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0242.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0243,DEAM,data/audio_wav/deam_0243.wav,data/DEAM_audio/243.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0243.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0244,DEAM,data/audio_wav/deam_0244.wav,data/DEAM_audio/244.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0244.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0245,DEAM,data/audio_wav/deam_0245.wav,data/DEAM_audio/245.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0245.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0246,DEAM,data/audio_wav/deam_0246.wav,data/DEAM_audio/246.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0246.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0247,DEAM,data/audio_wav/deam_0247.wav,data/DEAM_audio/247.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0247.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0248,DEAM,data/audio_wav/deam_0248.wav,data/DEAM_audio/248.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0248.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0250,DEAM,data/audio_wav/deam_0250.wav,data/DEAM_audio/250.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0250.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.05,4
deam_0253,DEAM,data/audio_wav/deam_0253.wav,data/DEAM_audio/253.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0253.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,3
deam_0254,DEAM,data/audio_wav/deam_0254.wav,data/DEAM_audio/254.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0254.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0257,DEAM,data/audio_wav/deam_0257.wav,data/DEAM_audio/257.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0257.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,4
deam_0258,DEAM,data/audio_wav/deam_0258.wav,data/DEAM_audio/258.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0258.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0260,DEAM,data/audio_wav/deam_0260.wav,data/DEAM_audio/260.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0260.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,3
deam_0262,DEAM,data/audio_wav/deam_0262.wav,data/DEAM_audio/262.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0262.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,3
deam_0264,DEAM,data/audio_wav/deam_0264.wav,data/DEAM_audio/264.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0264.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0265,DEAM,data/audio_wav/deam_0265.wav,data/DEAM_audio/265.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0265.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0266,DEAM,data/audio_wav/deam_0266.wav,data/DEAM_audio/266.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0266.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0269,DEAM,data/audio_wav/deam_0269.wav,data/DEAM_audio/269.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0269.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0270,DEAM,data/audio_wav/deam_0270.wav,data/DEAM_audio/270.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0270.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0272,DEAM,data/audio_wav/deam_0272.wav,data/DEAM_audio/272.mp3,44.643,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0272.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,44.65,4
deam_0281,DEAM,data/audio_wav/deam_0281.wav,data/DEAM_audio/281.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0281.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0286,DEAM,data/audio_wav/deam_0286.wav,data/DEAM_audio/286.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0286.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.05,4
deam_0289,DEAM,data/audio_wav/deam_0289.wav,data/DEAM_audio/289.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0289.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0294,DEAM,data/audio_wav/deam_0294.wav,data/DEAM_audio/294.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0294.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0306,DEAM,data/audio_wav/deam_0306.wav,data/DEAM_audio/306.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0306.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0347,DEAM,data/audio_wav/deam_0347.wav,data/DEAM_audio/347.mp3,45.009,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0347.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.01,4
deam_0353,DEAM,data/audio_wav/deam_0353.wav,data/DEAM_audio/353.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0353.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0419,DEAM,data/audio_wav/deam_0419.wav,data/DEAM_audio/419.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0419.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0429,DEAM,data/audio_wav/deam_0429.wav,data/DEAM_audio/429.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0429.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,4
deam_0445,DEAM,data/audio_wav/deam_0445.wav,data/DEAM_audio/445.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0445.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0468,DEAM,data/audio_wav/deam_0468.wav,data/DEAM_audio/468.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0468.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0480,DEAM,data/audio_wav/deam_0480.wav,data/DEAM_audio/480.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0480.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,3
deam_0485,DEAM,data/audio_wav/deam_0485.wav,data/DEAM_audio/485.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0485.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0513,DEAM,data/audio_wav/deam_0513.wav,data/DEAM_audio/513.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0513.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.05,4
deam_0554,DEAM,data/audio_wav/deam_0554.wav,data/DEAM_audio/554.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0554.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,5
deam_0608,DEAM,data/audio_wav/deam_0608.wav,data/DEAM_audio/608.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0608.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0637,DEAM,data/audio_wav/deam_0637.wav,data/DEAM_audio/637.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0637.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0638,DEAM,data/audio_wav/deam_0638.wav,data/DEAM_audio/638.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0638.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0646,DEAM,data/audio_wav/deam_0646.wav,data/DEAM_audio/646.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0646.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0656,DEAM,data/audio_wav/deam_0656.wav,data/DEAM_audio/656.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0656.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0715,DEAM,data/audio_wav/deam_0715.wav,data/DEAM_audio/715.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0715.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0727,DEAM,data/audio_wav/deam_0727.wav,data/DEAM_audio/727.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0727.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,3
deam_0736,DEAM,data/audio_wav/deam_0736.wav,data/DEAM_audio/736.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0736.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0747,DEAM,data/audio_wav/deam_0747.wav,data/DEAM_audio/747.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0747.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0791,DEAM,data/audio_wav/deam_0791.wav,data/DEAM_audio/791.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0791.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0811,DEAM,data/audio_wav/deam_0811.wav,data/DEAM_audio/811.mp3,45.009,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0811.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.01,5
deam_0839,DEAM,data/audio_wav/deam_0839.wav,data/DEAM_audio/839.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0839.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,4
deam_0845,DEAM,data/audio_wav/deam_0845.wav,data/DEAM_audio/845.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0845.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0852,DEAM,data/audio_wav/deam_0852.wav,data/DEAM_audio/852.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0852.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0855,DEAM,data/audio_wav/deam_0855.wav,data/DEAM_audio/855.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0855.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
